objectid,id_punto,nombreestablecimiento,direccion,municipio,barrio,estado,longitud,latitud
810,810,Oficina Le Apuesto La 39,CR 39 65 AA 48,Medellín,Villa Hermosa,En servicio,-75.551747,6.25670821
811,811,Oficina Palace,CR 50 51 25,Medellín,La Candelaria,En servicio,-75.56769455,6.25031099
812,812,Oficina Palace (2),CR 50 51 25,Medellín,La Candelaria,En servicio,-75.56769455,6.25031099
813,813,Oficina Prado,CR 50 A 65 01,Medellín,Sevilla,En servicio,-75.56159867,6.26222314
814,814,Pablo Escobar,CL 38 B 26 D 10,Medellín,La Milagrosa,En servicio,-75.55452636,6.23149996
815,815,Pablo Tobon,CL 51 40 9,Medellín,La Candelaria,En servicio,-75.55981927,6.24720408
816,816,Pablo Vi,CR 50 A 114 5,Medellín,La Frontera,En servicio,-75.55348068,6.30291548
817,817,Panmaderia Almapan,CR 39 94 110,Medellín,Manrique Central Nº 1,En servicio,-75.548198,6.285508
818,818,Papeleria Azul Celeste,CR 52 40 51,Medellín,Palermo,En servicio,-75.5645033,6.2891441
819,819,Papeleria Leydi,CR 48 B 117 93,Medellín,La Frontera,En servicio,-75.55069,6.30277
820,820,Papeleria Y Variedades Pao,CL 103 CARRERA 63 E 26,Medellín,Girardot,En servicio,-75.56457,6.29568
821,821,Parque De Boston,CL 54 38 45,Medellín,Boston,En servicio,-75.55785407,6.2476224
822,822,Parque Norte,CL 77 53 90,Medellín,Moravia,En servicio,-75.56562539,6.27266582
823,823,Parque Obrero,CL 59 A 38 28,Medellín,Boston,En servicio,-75.55578284,6.25125281
824,824,Parque Villa Hermosa,CR 40 64 24,Medellín,Villa Hermosa,En servicio,-75.55421482,6.25624855
825,825,Parque Villa Hermosa,CL 66 39 A 09,Medellín,Villa Hermosa,En servicio,-75.55189488,6.25827762
826,826,Parqueadero Botero,CL 53 52 A 58,Medellín,La Candelaria,En servicio,-75.56911517,6.2529391
827,827,Parqueadero Botero (2),CL 53 52 A 58,Medellín,La Candelaria,En servicio,-75.56911517,6.2529391
828,828,Parqueadero Continental,CR 50 52 04,Medellín,La Candelaria,En servicio,-75.56724906,6.25103003
829,829,Parqueadero Exitoso,CR 52 64 03,Medellín,Sevilla,En servicio,-75.56693797,6.26190551
830,830,Parqueadero Metro Palo Gig (2),CL 49 44 36,Medellín,La Candelaria,En servicio,-75.56423198,6.24670726
831,831,Parqueadero Oriental,CR 47 58 35,Medellín,La Candelaria,En servicio,-75.56209242,6.25494097
832,832,Parqueadero Oriental (Parqueadero Argos),CR 46 56 12,Medellín,La Candelaria,En servicio,-75.56266596,6.25270814
833,833,Parquedero La 45,CL 45 36 29,Medellín,El Salvador,En servicio,-75.55888856,6.2404097
834,834,Pasaje Junin Maracaibo,CR 49 52 141,Medellín,La Candelaria,En servicio,-75.56605611,6.25137614
835,835,Pasaje Junin Maracaibo (2),CR 49 52 141,Medellín,La Candelaria,En servicio,-75.56605611,6.25137614
836,836,Patio Bonito,CR 49 52 27,Medellín,La Candelaria,En servicio,-75.56646766,6.25014713
837,837,Patio El Union,CR 50 52 50 INT 262,Medellín,La Candelaria,En servicio,-75.56701768,6.25152439
838,838,Pinal Le Apuesto,CL 56 A 25 A A 05,Medellín,Enciso,En servicio,-75.54587145,6.24479946
839,839,Pinky,CR 45 70 45,Medellín,Manrique Central Nº 1,En servicio,-75.55540444,6.26542069
840,840,Piñateria Fabio,CR 36 86B 138,Medellín,Las Granjas,En servicio,-75.5463547,6.27997455
841,841,Pipenet.Com,CL 56 33 02,Medellín,Boston,En servicio,-75.5529209,6.24654442
842,842,Playon Ii,CL 123 51 A 39,Medellín,La Frontera,En servicio,-75.55441992,6.3064412
843,843,Plaza De Florez 1,CL 50 38 86,Medellín,Boston,En servicio,-75.5589956,6.24515814
844,844,Popular La 46,CR 46 123 12 INT 101,Medellín,Popular,En servicio,-75.54828264,6.30339679
845,845,Principal Pagadiario,CL 92 50 05,Medellín,Aranjuez,En servicio,-75.55806541,6.28325055
846,846,Principal Pagadiario (2),CL 92 50 05,Medellín,Aranjuez,En servicio,-75.55806541,6.28325055
847,847,Punto De Venta Oro,CR 2 C 51 B 21,Medellín,Barrio Caicedo,En servicio,-75.53255298,6.23077544
848,848,Punto Verde,CL 52 43 16,Medellín,La Candelaria,En servicio,-75.56247776,6.24836277
849,849,Q.A.P Principal,CL 93 49 17,Medellín,Aranjuez,En servicio,-75.55627999,6.28443413
850,850,Qap 3 Esquinas,CR 10 52 00,Medellín,Barrio Caicedo,En servicio,-75.53770068,6.23316932
851,851,Qap 3 Esquinas (2),CR 10 52 00         ,Medellín,Barrio Caicedo,En servicio,-75.53770068,6.23316932
852,852,Qap San Cayetano,CR 51 90 05,Medellín,Aranjuez,En servicio,-75.56130942,6.2819918
853,853,Qap Santa Cruz,CR 49 N 98 A 31,Medellín,Aranjuez,En servicio,-75.55640341,6.29052414
854,854,Raif. Net,CR 42 50 79,Medellín,La Candelaria,En servicio,-75.56205861,6.24721496
855,855,Restaurante Arelis,CR 25 75 C 115,Medellín,Manrique Oriental,En servicio,-75.53887,6.26862
856,856,Salon De Maquinas Y Apuestas La 80,CR 50 C 80 04,Medellín,Moravia,En servicio,-75.56122126,6.2740931
857,857,Salsamentaria Guadalupe,CR 40 95 A 04,Medellín,Manrique Central Nº 1,En servicio,-75.54922641,6.28648516
858,858,Salsamenteria V8,CL 21 40 76,Medellín,La Frontera,En servicio,-75.544735,6.307938
859,859,Salvador Iglesia,CR 35 A 39 51,Medellín,El Salvador,En servicio,-75.56137933,6.23653656
860,860,San Antonio # 3 (2),CL 46 51 00 LOC 139,Medellín,La Candelaria,En servicio,-75.56981704,6.24722378
861,861,San Blas,CRA 36 84C 30,Medellín,Las Granjas,En servicio,-75.54634564,6.27581283
862,862,San Jose De La Cima,CR 32 91 04,Medellín,Las Granjas,En servicio,-75.54449851,6.28271815
863,863,Santa Cruz La Rosa,CL 98 50 A A 5,Medellín,Aranjuez,En servicio,-75.55914751,6.29044471
864,864,Santa Elena (2),CL 52 49 27,Medellín,La Candelaria,En servicio,-75.56675754,6.25011433
865,865,Servi Cenet,CR B B  104 39,Medellín,Santo Domingo Savio Nº 1,En servicio,-75.54555,6.29268
866,866,Serviteca San Diego,CL 37 44 11,Medellín,San Diego,En servicio,-75.56893412,6.23611425
867,867,Supermercado Avila,CL 39 26 E 14,Medellín,La Milagrosa,En servicio,-75.554304,6.232552
868,868,Surtipan,CR 45 20 E 50,Medellín,La Frontera,En servicio,-75.554953,6.309348
869,869,Tareas.Co,CL 79 46 48,Medellín,Manrique Central Nº 1,En servicio,-75.55565215,6.27221322
870,870,Teleferico 2,CR 46 A106 A 32,Medellín,Popular,En servicio,-75.55207453,6.29549809
871,871,Terminal Loreto,CR 32 32 41,Medellín,La Milagrosa,En servicio,-75.560968,6.230175
872,872,Terminal Pablo Escobar,CL 38 A 26 EE 04,Medellín,La Milagrosa,En servicio,-75.555042,6.230595
873,873,Terran,CL 83 39 124,Medellín,Las Granjas,En servicio,-75.54845,6.27436
874,874,Tienda Don Jose,CR 50 C 77 A 10,Medellín,Moravia,En servicio,-75.56163108,6.27173013
875,875,Tienda Durley,CL 125 50 E 36,Medellín,La Frontera,En servicio,-75.55377,6.30716
876,876,Tienda Manantiales,VEREDA GRANIZAL ANTIGUA VIA GUARNE,Medellín,Santo Domingo Savio Nº 1,En servicio,-75.535905,6.30409
877,877,Tienda Mixta Jairo,CR 10 3 C 67 47,Medellín,Girardot,En servicio,-75.569011,6.298557
878,878,Todo Pan #2,CR 51 53 03,Medellín,La Candelaria,En servicio,-75.56785185,6.25312067
879,879,Torres De La Fuente (2),CL 65 55 8,Medellín,Sevilla,En servicio,-75.56854707,6.26318935
880,880,Tus Llamadas Vzla,CR 51 51 47 INTERIOR 3211,Medellín,La Candelaria,En servicio,-75.56818,6.25085
881,881,Umbrales De Boston,CR 43 57 60,Medellín,La Candelaria,En servicio,-75.56014105,6.25230636
882,882,Unidad Intermedia,CR 51A 100 17,Medellín,Aranjuez,En servicio,-75.560735,6.293175
883,883,Union Plaza,CL 53 49 109 LOCAL 109,Medellín,La Candelaria,En servicio,-75.5653413,6.2514204
884,884,Universidad Maria Cano,CL 56 41 70,Medellín,La Candelaria,En servicio,-75.55951019,6.25067936
885,885,Upb,CRA 36 87 35,Medellín,Las Granjas,En servicio,-75.54597441,6.28077971
886,886,Vargas Pan,CR 40 C 21 06,Medellín,La Frontera,En servicio,-75.54672,6.30834
887,887,Variedades Celu @Ida,CRA 43 81 63,Medellín,Manrique Central Nº 1,En servicio,-75.55194,6.27381
888,888,Variedades Jaime,CL 89 52 19,Medellín,Aranjuez,En servicio,-75.56378,6.28122
889,889,Variedades Jhoncar,CL 20 D 43 C 12,Medellín,La Frontera,En servicio,-75.5541,6.30821
890,890,Variedades La 27,CRA 27 C 77 80,Medellín,Manrique Oriental,En servicio,-75.54167,6.26949
891,891,Variedades Maria Angel,CL 57 DD 22 B 04,Medellín,Enciso,En servicio,-75.55462,6.2485
892,892,Variedades Movie,CL 41 28 61,Medellín,La Milagrosa,En servicio,-75.55474598,6.23472861
893,893,Variedades Rosana,CR 26 DD 37 73,Medellín,La Milagrosa,En servicio,-75.554869,6.229667
894,894,Video Tienda,CR 48 A 76 66,Medellín,Manrique Central Nº 1,En servicio,-75.55746476,6.27017295
895,895,Villa Del Socorro,CR 49 B 105 A 04,Medellín,Aranjuez,En servicio,-75.55530681,6.29623673
896,896,Villa Hermosa Parque Jugar Y Ganar,CL 66 C 40 19,Medellín,Villa Hermosa,En servicio,-75.55205544,6.25947033
897,897,Villanueva Le Apuesto,CR 49 57 51 LOC 001,Medellín,La Candelaria,En servicio,-75.56363541,6.25429462
898,898,Villanueva Qap,CL 58 47 13,Medellín,La Candelaria,En servicio,-75.56237907,6.25471449
899,899,Villatinita,CR 16 56 AA 62,Medellín,Enciso,En servicio,-75.53914256,6.23921112
900,900,Zamora Restaurante,CL 123A 51B 60,Medellín,La Frontera,En servicio,-75.55507713,6.30693556
901,901,Apuestas Girardota,Crr 15 N 5B 48,Girardota,Girardota,En servicio,-75.44524735,6.37778237
902,902,C.C Las Plazas Girardota,CL 6 N 15 48 ,Girardota,Girardota,En servicio,-75.44584,6.377772
903,903,Calle Del Comercio,CL 16 11 86,Barbosa,Barbosa,En servicio,-75.32940076,6.43656066
904,904,Casino,CR 15 13 55 ,Barbosa,Barbosa,En servicio,-75.33156321,6.43718343
905,905,Castisan,CR 17 13 05,Barbosa,Barbosa,En servicio,-75.33224915,6.43740333
906,906,Charcuteria La 89,CL 39 50A 00,Copacabana,Copacabana,En servicio,-75.50734,6.34138
907,907,El Alzate,CL 52 CR 50 A 03,Copacabana,Copacabana,En servicio,-75.50868934,6.34749637
908,908,Estación De Servicios Puertas Del Norte,CR 21 13 11,Barbosa,Barbosa,En servicio,-75.33406394,6.43839023
909,909,Euro Barbosa,CR 14 15 38,Barbosa,Barbosa,En servicio,-75.33088002,6.43692791
910,910,Farmasi,CR 27 46 77,Copacabana,Copacabana,En servicio,-75.49495,6.35616
911,911,Ferreteria,CL 50 57 35,Copacabana,Copacabana,En servicio,-75.51234945,6.34513684
912,912,Fruver Copacabana,CL 50 51 83,Copacabana,Copacabana,En servicio,-75.509083,6.346178
913,913,Fruver Girardota,CL 7 16 27,Girardota,Girardota,En servicio,-75.446853,6.377728
914,914,Gana Servicios Copacabana,CR 51 49 61,Copacabana,Copacabana,En servicio,-75.50865837,6.3458128
915,915,Gana Servicios Girardota,CL 7 N 16 20,Girardota,Girardota,En servicio,-75.44669005,6.37774814
916,916,Gana Servicios Hatillo,AV HATILLO,Barbosa,El Hatillo,En servicio,-75.40263127,6.40883581
917,917,Gana Servicios Limonar,AUT NORTE KM 20,Girardota,Girardota,En servicio,-75.4952,6.361799
918,918,Gana Servicios Porce,VIA MEDELLIN PTO BERRIO,Barbosa,Barbosa,En servicio,-75.206058,6.54908636
919,919,Granero El Machete,CL 50 52 36,Copacabana,Copacabana,En servicio,-75.50940598,6.34607988
920,920,Guasimalito,DG 53 13 18,Copacabana,Copacabana,En servicio,-75.49269389,6.35677589
921,921,Jugar Y Ganar Parque,CR 16 N 6 54,Girardota,Girardota,En servicio,-75.44635654,6.37790248
922,922,Jugar Y Ganar Parque (2),CR 16 06 54         ,Girardota,Girardota,En servicio,-75.44635654,6.37790248
923,923,La 10 Nº 2,CR 16 10 06,Girardota,Girardota,En servicio,-75.44878974,6.37597282
924,924,La Asuncion,CR 56 52 29,Copacabana,Copacabana,En servicio,-75.51183684,6.3465783
925,925,La Avenida,CL 7 18 33,Girardota,Girardota,En servicio,-75.44789511,6.37901371
926,926,La Bomba Qap Copacabana,CR 48 52 32,Copacabana,Copacabana,En servicio,-75.50734279,6.34888015
927,927,La Gorda,CL 50 47 17,Copacabana,Copacabana,En servicio,-75.50594784,6.34734526
928,928,La Misericordia,CL 4864 29 AP 101/CL 48,Copacabana,Copacabana,En servicio,-75.517349,6.342007
929,929,La Pedrera,CR 44 50 A 44,Copacabana,Copacabana,En servicio,-75.50420062,6.34899088
930,930,Licores Y Abarrotes El Descanso,Cra. 52a 41 106,Copacabana,Copacabana,En servicio,-75.50868,6.34172
931,931,Mundo Video,CL15 11 85,Barbosa,Barbosa,En servicio,-75.32996736,6.43604922
932,932,Oficina Ppal Qap,CR 15 13 09,Barbosa,Barbosa,En servicio,-75.33171358,6.4370131
933,933,Oficina Ppal Qap (2),CR 15 13 09,Barbosa,Barbosa,En servicio,-75.33171358,6.4370131
934,934,Oficina Principal Candilejas,CR 15 5 B 23,Girardota,Girardota,En servicio,-75.44505588,6.37774674
935,935,Oficina Principal Gigante Copacabana,CL 50 52 08,Copacabana,Copacabana,En servicio,-75.50933309,6.34609803
936,936,Oficina Principal Qap Copacabana,CL 49 49 50,Copacabana,Copacabana,En servicio,-75.50729116,6.34620256
937,937,Papeleria Alexa,CR 17 17 49,Barbosa,Barbosa,Desactivado,-75.3307829,6.4391251
938,938,Papeleria Y Miselania La 47,CL 47 50 83,Copacabana,Copacabana,En servicio,-75.50803,6.34389
939,939,Peluqueria Y Spa La Cosmetiquera,CL 50 39 216,Copacabana,Copacabana,En servicio,-75.5021245,6.3498464
940,940,Principal Oro,CL 16 15 51,Barbosa,Barbosa,En servicio,-75.33105123,6.43803773
941,941,Puente La Seiba,CL 5 B 13 A 42,Girardota,Girardota,En servicio,-75.44410582,6.37675259
942,942,Pv Oficina Principal Gana Copacabana,CL 50 49 30 ,Copacabana,Copacabana,En servicio,-75.5074358,6.34685217
943,943,Pv Oficina Principal Gana Copacabana (2),CL 50 49 30 ,Copacabana,Copacabana,En servicio,-75.5074358,6.34685217
944,944,Salsamentaria Los Suttas,CL 10 B 10 A 44,Girardota,Girardota,En servicio,-75.44501668,6.37095183
945,945,Texas Ranchos Y Licores,CL 50 34 04,Copacabana,Copacabana,En servicio,-75.499251,6.354195
946,946,Tienda El Refugio,VEREDA ZARZAL LA LUZ,Copacabana,Copacabana,En servicio,-75.513143,6.33967
947,947,Tienda La Ventana,CR 57 47 25,Copacabana,Copacabana,En servicio,-75.51179,6.34295
948,948,Tienda Sevillana 2,CR 19 C 15 61,Barbosa,Barbosa,En servicio,-75.33421,6.43789
949,949,Torres,CL 49 47 04,Copacabana,Copacabana,En servicio,-75.50573665,6.34685779
950,950,Variedades El Abuelo,CR 56 43 163,Copacabana,Copacabana,En servicio,-75.51030834,6.34237847
951,951,Variedades El Punto Del Bebe Y Algo Mas,CR 28 45 68,Copacabana,Copacabana,En servicio,-75.4949,6.35505
952,952,Villa Nueva,CR 55A 56 113,Copacabana,Copacabana,En servicio,-75.51210724,6.34976102
953,953,Alianza,CL 48 A 102 A 68,Medellín,San Javier N0 1,En servicio,-75.61774798,6.25964548
954,954,Antonio Nariño,CR 106 43 12,Medellín,San Javier N0 1,En servicio,-75.62049226,6.25644401
955,955,Arenera,CL 39 D 116 91,Medellín,San Javier N0 1,En servicio,-75.62759687,6.25292723
956,956,Barrio Cristobal 3,CR 88 39 67,Medellín,Los Pinos,En servicio,-75.60870841,6.24867674
957,957,Candilejas Corazon,CL 34 B 116 F 89,Medellín,Belencito,En servicio,-75.62994372,6.24798787
958,958,Casino Santa Lucia,CR 87 47 DD 38,Medellín,Los Pinos,En servicio,-75.60390722,6.2585758
959,959,Cellminsto,CL 58 101 36,Medellín,Calasanz,En servicio,-75.610548,6.273933
960,960,Ciber Cafe Internet Triny,CL 34 C 118 10,Medellín,Belencito,En servicio,-75.616732,6.244864
961,961,Comercio Socorro,CR 102B 48C 29 ,Medellín,San Javier N0 1,En servicio,-75.61832,6.2599
962,962,Consumo America,CL 44 80 69,Medellín,Los Pinos,En servicio,-75.60061357,6.25006328
963,963,Consumo Los Colores,CR 74 52 05,Medellín,Suramericana,En servicio,-75.58918294,6.26272742
964,964,Cuarta Brigada 1,CL 50 77 A 7,Medellín,Calasanz,En servicio,-75.59279921,6.26155478
965,965,Cuarta Brigada 2,CL 50 74 91,Medellín,Calasanz,En servicio,-75.5909062,6.2606595
966,966,D1 San Javier,CRA 98 41 77,Medellín,San Javier N0 1,En servicio,-75.614912,6.255406
967,967,Delicias De Patry,CL 51 73 83,Medellín,Suramericana,En servicio,-75.58961433,6.26061204
968,968,Deposito Los Sauces,CL 39 108 76,Medellín,San Javier N0 1,En servicio,-75.62149523,6.25128185
969,969,Divino Niño 2,CL 45 A 107 74,Medellín,San Javier N0 1,En servicio,-75.62113641,6.25783661
970,970,Donde La Toca,CL 49 AB 96 84 INTERIOR 201,Medellín,Los Pinos,En servicio,-75.60557379,6.25939593
971,971,El Jugadero,CR 82 A 48 30 APARTAMENTO 301,Medellín,Los Pinos,En servicio,-75.59831,6.25145
972,972,Escaleras Electricas Del 20,CL 38 A 108 05,Medellín,San Javier N0 1,En servicio,-75.62086345,6.25093972
973,973,Flamingo La America,CL 44 86 62,Medellín,Los Pinos,En servicio,-75.60566,6.25126
974,974,Floresta Pradera,CR 94 48 DD 27,Medellín,San Javier N0 1,En servicio,-75.60909869,6.26022667
975,975,Ganaservicios Belencito,CL 34 B 93 B 05,Medellín,Belencito,En servicio,-75.61930613,6.2446443
976,976,Garaje Casa De Familia Lea,CR 93 48 E 79,Medellín,San Javier N0 1,En servicio,-75.60806483,6.26023451
977,977,Gildardo Metro,CR 99 44 36,Medellín,San Javier N0 1,En servicio,-75.61498884,6.25669961
978,978,Granero La Estacion Del 2,CL 36 112 02,Medellín,San Javier N0 1,En servicio,-75.62360443,6.24907901
979,979,Heladeria Toxxon,CL 42 101 03,Medellín,San Javier N0 1,En servicio,-75.61633644,6.25590842
980,980,King Bar,CL 44 86 11,Medellín,Los Pinos,Desactivado,-75.60537778,6.25082247
981,981,La 77,CL 44 77 13,Medellín,Los Pinos,En servicio,-75.59608789,6.24995145
982,982,La Esquina De Yovany,CL 42 AD 117 10 INT 102,Medellín,San Javier N0 1,En servicio,-75.62984141,6.2576413
983,983,La Tienda De Juan,CR 108 40 35,Medellín,San Javier N0 1,En servicio,-75.618946,6.261276
984,984,Magic Paper,CL 58 D 92 A 102,Medellín,Calasanz,En servicio,-75.60372,6.27495
985,985,Mall Nuevo Mundo,CR 74 53 59,Medellín,La Candelaria,En servicio,-75.58857459,6.26302837
986,986,Mall Santana,CL 50 A 86 295,Medellín,Calasanz,En servicio,-75.60462,6.269065
987,987,Mercados Cordoba,CR 87 49 9,Medellín,San Javier N0 1,En servicio,-75.60519633,6.26073547
988,988,Mercapublic,CR 92 47F 16,Medellín,San Javier N0 1,En servicio,-75.6086388,6.25798454
989,989,Metro San Javier,CR 47 A 98 A 08,Medellín,San Javier N0 1,En servicio,-75.61404567,6.25727481
990,990,Miscelania Y Papeleria Pizarra,CL 61 75 124 LOCAL 2,Medellín,Calasanz,En servicio,-75.58944,6.26801
991,991,Nisa,CR 87 44 B 23,Medellín,Los Pinos,En servicio,-75.60563629,6.25249958
992,992,Nuevo Julio,CL 39 B 108 66,Medellín,San Javier N0 1,En servicio,-75.6217,6.2521
993,993,Nutabe La 88,CR 88 36 47,Medellín,Los Pinos,En servicio,-75.61078298,6.24700373
994,994,Of Santa Monica,CL 38 89 20,Medellín,Los Pinos,En servicio,-75.61036729,6.24902338
995,995,Oficina Carlos Uribe Floresta 1,CR 87 48 E 11,Medellín,San Javier N0 1,En servicio,-75.60504545,6.26040459
996,996,Oro Santamonica,CR 92 34 E 76,Medellín,Belencito,En servicio,-75.61627237,6.24642174
997,997,Panaderia Santa Isabel,CL 37 86 A 60,Medellín,Los Pinos,En servicio,-75.6098516,6.2465277
998,998,Papeleria Lapiz Rojo,CR 79 53 07,Medellín,Calasanz,En servicio,-75.5947,6.26667
999,999,Papeleria Y Variedades,CRA 115A 39F 7,Medellín,San Javier N0 1,En servicio,-75.62590951,6.25536038
1000,1000,Penagos,CL 47B 92B 10,Medellín,San Javier N0 1,En servicio,-75.60930877,6.25724431
1001,1001,Plazoleta Metro 2,CL 47 97 22,Medellín,San Javier N0 1,En servicio,-75.61327246,6.25699156
1002,1002,Salado,CL 39 D 112 92,Medellín,San Javier N0 1,En servicio,-75.62503688,6.25369512
1003,1003,San Clemente,CL 53 78 61,Medellín,Calasanz,En servicio,-75.59418295,6.26627655
1004,1004,San German,CL 65 N 74 B 141,Medellín,Calasanz,En servicio,-75.586979,6.267055
1005,1005,Santa Lucia 2,CR 87 47 A 31,Medellín,Los Pinos,En servicio,-75.60356412,6.25740985
1006,1006,Santa Monica 92,CR 92 43 23,Medellín,Los Pinos,En servicio,-75.60957331,6.25301065
1007,1007,Santa Rosa De Lima,CR 86 B 49 DD 05,Medellín,San Javier N0 1,En servicio,-75.60503455,6.26265704
1008,1008,Terminal Belencito,CL 34 B 94 135,Medellín,Belencito,En servicio,-75.62006327,6.24489873
1009,1009,Variedades La Mona,CL 102 48FA 48,Medellín,San Javier N0 1,En servicio,-75.61832446,6.25987574
1010,1010,Variedades Saba,CR 120 43 BA 07,Medellín,San Javier N0 1,En servicio,-75.62743,6.25776
1011,1011,Barrio Centro,CL 128 SUR 46 51,Caldas,Caldas,En servicio,-75.63138348,6.09291545
1012,1012,Bomba Rey,CR 50 122 SUR 54,Caldas,Caldas,En servicio,-75.6361281,6.09698914
1013,1013,Café Minerva,CL 130 B SUR 49 03,Caldas,Caldas,En servicio,-75.63444201,6.09121643
1014,1014,Cafeteria La Charlot,CL 135 SUR 48 69,Caldas,Caldas,En servicio,-75.63364164,6.08703286
1015,1015,Cafeteria Rangel La Variante,CR 45 128 SUR 04,Caldas,Caldas,En servicio,-75.63071656,6.09290281
1016,1016,Calle  Larga Nuevo,CRA 46 D 74 SUR 70,Sabaneta,Sabaneta,En servicio,-75.62008518,6.15144216
1017,1017,Capri Pan,CR 54 128 SUR 15,Caldas,Caldas,En servicio,-75.63945011,6.09165705
1018,1018,Cementerio,CR 50 137 SUR 03,Caldas,Caldas,En servicio,-75.63466486,6.08511319
1019,1019,Chance Caldas,CL 129 SUR 50 20,Caldas,Caldas,En servicio,-75.63543183,6.09208795
1020,1020,Chance Caldas (2),CL 129 SUR 50 20,Caldas,Caldas,En servicio,-75.63543183,6.09208795
1021,1021,Cocorollo,CR 48 100 B 151,Caldas,Caldas,En servicio,-75.632987,6.117104
1022,1022,El Dinamo,CL 124 SUR 50 01,Caldas,Caldas,En servicio,-75.63572095,6.09595788
1023,1023,El Rey,CR 50 99 SUR 253,Caldas,Caldas,En servicio,-75.6347759,6.12216129
1024,1024,El Rey Ancon,CR 52 88 SUR 15,Caldas,Caldas,En servicio,-75.63585867,6.14765144
1025,1025,El Socorro,CL 132 SUR 51 05,Caldas,Caldas,En servicio,-75.63611677,6.08945986
1026,1026,Ferreteria La Bomba,CL 37 SUR 40A 03,Envigado,Envigado,En servicio,-75.58605964,6.16950704
1027,1027,Ferreteria Mandalay,CR 50 138 SUR 205,Caldas,Caldas,En servicio,-75.63406933,6.08382275
1028,1028,Gana Servicios Caldas,CR 50 130 SUR 38,Caldas,Caldas,En servicio,-75.636137,6.091112
1029,1029,Gana Servicios Tablaza,CR 50 99 SUR 268,Caldas,Caldas,En servicio,-75.6346466,6.12209631
1030,1030,Heladeria Acuarius,CR 48 135 SUR 111,Caldas,Caldas,En servicio,-75.63325615,6.08699267
1031,1031,La 49,CR 49 134 SUR 09,Caldas,Caldas,En servicio,-75.63414907,6.08784701
1032,1032,La Docena,DG 53 127 SUR 51,Caldas,Caldas,En servicio,-75.637424,6.09379402
1033,1033,La Loceria,CR 53 130 SUR 05,Caldas,Caldas,En servicio,-75.63735987,6.09089509
1034,1034,La Playita,CL 100SUR 49B 13,Caldas,Caldas,En servicio,-75.6334131,6.11964179
1035,1035,Los Lagos 2,VEREDA LA SALADA,Caldas,Caldas,En servicio,-75.62474635,6.05069994
1036,1036,Mandalay,CL 140 SUR 51 A 13,Caldas,Caldas,En servicio,-75.63416522,6.08220091
1037,1037,Merke Paisa Caldas,CR 50 125 SUR 234,Caldas,Caldas,En servicio,-75.636227,6.095458
1038,1038,Panaderia A Y M,CR 50 160 SUR 77,Caldas,Caldas,En servicio,-75.638633,6.0664
1039,1039,Pitufos,CR 50 132 SUR 80,Caldas,Caldas,En servicio,-75.6348791,6.08904957
1040,1040,Simura,CL 130 SUR 51 43,Caldas,Caldas,En servicio,-75.637128,6.091345
1041,1041,Surtiventas,CL 128 SUR 48 A 02,Caldas,Caldas,En servicio,-75.63405865,6.09299536
1042,1042,Verlucy,CR 49 138 SUR 52,Caldas,Caldas,En servicio,-75.63345094,6.08434292
1043,1043,Vitrina Qap,CR 50 128 SUR 32,Caldas,Caldas,En servicio,-75.63522674,6.09259891
1044,1044,Antigua,CR 76 29 56,Medellín,Belen,En servicio,-75.59617269,6.23102429
1045,1045,Aventura Centro Comercial,CR 52 65 91 PISO 2,Medellín,Sevilla,En servicio,-75.566343,6.264197
1046,1046,Billares Rivera,CR 57 A 45 A 9,Medellín,La Candelaria,En servicio,-75.57568667,6.24858251
1047,1047,Boreal,CR 65 F 30 C 03,Medellín,Belen,En servicio,-75.58621521,6.23368117
1048,1048,C.C. Cupichincha,CR 54 46 52 LOC 123,Medellín,La Candelaria,En servicio,-75.57258657,6.24830061
1049,1049,Centro Comercial Francisco,CR 54 48 56 LOC 41,Medellín,La Candelaria,En servicio,-75.57206065,6.24954325
1050,1050,El Chagualo,CR 55 A 61 41,Medellín,San Benito,En servicio,-75.56978636,6.26045235
1051,1051,El Hueco,CL 49 53 57,Medellín,La Candelaria,En servicio,-75.57139456,6.24973989
1052,1052,Gana Belen Parque (2),CR 76 30A 32,Medellín,Belen,En servicio,-75.59627469,6.2322787
1053,1053,Gana Servicios Minorista,CR 56 56 79,Medellín,San Benito,En servicio,-75.5717473,6.25668347
1054,1054,Gana Servicios Minorista (2),CR 56 56 79,Medellín,San Benito,En servicio,-75.5717473,6.25668347
1055,1055,Granero Los Díez,CL 61 53 69,Medellín,Sevilla,En servicio,-75.56889142,6.26001091
1056,1056,Los Urrea,CR 56A 51 03,Medellín,San Benito,En servicio,-75.57302,6.2534
1057,1057,Mimos (Q.A.P),CR 76 32 01,Medellín,Belen,En servicio,-75.5964411,6.23369937
1058,1058,Mimos (Q.A.P) (2),CR 76 32 01,Medellín,Belen,En servicio,-75.5964411,6.23369937
1059,1059,Plaza Mayor,CL 41 55 80 LOC 314,Medellín,La Candelaria,Desactivado,-75.57627,6.242707
1060,1060,Plaza Minorista Sector 1 Loc 9A,CL 55 A 57 80,Medellín,San Benito,En servicio,-75.57293361,6.25708338
1061,1061,Pocita,CR 77 30 05,Medellín,Belen,En servicio,-75.59723285,6.23145234
1062,1062,Premium Plaza,CL 29 46 G 10 LOC 2423 2 PISO C.C PREMIUM PLAZA,Medellín,San Diego,En servicio,-75.57037446,6.22950382
